"Invalid Company for Inter Company Transaction.","Şirkətlərarası Əməliyyat üçün etibarsız Şirkət."
"Invalid GSTIN! A GSTIN must have 15 characters.","Etibarsız GSTIN! GSTIN 15 simvoldan ibarət olmalıdır."
"Invalid GSTIN! First 2 digits of GSTIN should match with State number {0}.","Etibarsız GSTIN! GSTIN-in ilk 2 rəqəmi {0} ştat nömrəsi ilə uyğun gəlməlidir."
"Invalid GSTIN! The input you've entered doesn't match the format of GSTIN.","Etibarsız GSTIN! Daxil etdiyiniz məlumat GSTIN formatına uyğun gəlmir."
"Invalid Posting Time","Etibarsız Qeyd Saatı"
"Invalid attribute {0} {1}","Etibarsız atribut {0} {1}"
"Invalid quantity specified for item {0}. Quantity should be greater than 0.","{0} məhsulu üçün etibarsız miqdar göstərilib. Miqdar 0-dan böyük olmalıdır."
"Invalid reference {0} {1}","Etibarsız istinad {0} {1}"
"Invalid {0}","Etibarsız {0}"
"Invalid {0} for Inter Company Transaction.","Şirkətlərarası Əməliyyat üçün etibarsız {0}."
"Invalid {0}: {1}","Etibarsız {0}: {1}"
"Inventory","İnventar"Investment Banking,İnvestisiya Bankçılığı
Investments,İnvestisiyalar
Invoice,Faktura
Invoice Created,Faktura Yaradıldı
Invoice Discounting,Faktura Endirimi
Invoice Patient Registration,Pasiyent Qeydiyyatı Fakturası
Invoice Posting Date,Faktura Tarixi
Invoice Type,Faktura Növü
Invoice already created for all billing hours,Bütün faturalandırma saatları üçün faktura artıq yaradılıb
Invoice can't be made for zero billing hour,Sıfır faturalandırma saatı üçün faktura yaradıla bilməz
"Invoice {0} no longer exists","{0} Fakturası artıq mövcud deyil"
Invoiced,Faturalandı
Invoiced Amount,Fatura Məbləği
Invoices,Fakturalar
Invoices for Costumers.,Müştərilər üçün Fakturalar.
Inward supplies from ISD,ISD-dən daxil olan təchizatlar
"Inward supplies liable to reverse charge (other than 1 & 2 above)","Əks ittihama məruz qalan daxil olan təchizatlar (yuxarıdakı 1 və 2-dən başqa)"
Is Active,Aktivdir
Is Default,Əsasdır
Is Existing Asset,Mövcud Aktivdir
Is Frozen,Dondurulub
Is Group,Qrupdur
Issue,Tapşırıq
Issue Material,Material Buraxılışı
Issued,Buraxıldı
Issues,Problemlər
It is needed to fetch Item Details.,Material Təfərrüatlarını gətirmək lazımdır.
Item,Material
Item 1,Material 1
Item 2,Material 2
Item 3,Material 3
Item 4,Material 4
Item 5,Material 5
Item Cart,Material Səbəti
Item Code,Material Kodu
Item Code cannot be changed for Serial No.,Seriya nömrəsi üçün material kodu dəyişdirilə bilməz.
Item Code required at Row No {0},{0} nömrəli sətirdə Material Kodu tələb olunur
Item Description,Material təsviri
Item Group,Material Qrupu
Item Group Tree,Material Qrup Ağacı
Item Group not mentioned in item master for item {0},{0} material üçün Material Qrupu qeyd olunmayıb
Item Name,Material adı
Item Price added for {0} in Price List {1},{0} Material Qiyməti {1} Qiymət Cədvəlinə əlavə edildi
"Item Price appears multiple times based on Price List, Supplier/Customer, Currency, Item, UOM, Qty and Dates.","Material qiyməti Qiymət Cədvəli, Təchizatçı/Müştəri, Valyuta, Material, Vahid, Miqdar və Tarixlərə əsasən dəfələrlə görünür."
Item Price updated for {0} in Price List {1},{0} Material Qiyməti {1} Qiymət Cədvəlində yeniləndi
"Item Row {0}: {1} {2} does not exist in above '{1}' table","Material Sətri {0}: {1} {2} yuxarıdakı '{1}' cədvəlində mövcud deyil"
Item Tax Row {0} must have account of type Tax or Income or Expense or Chargeable,"Material Vergi Sətri {0} Vergi, Gəlir, Xərc və ya Məsrəf növündə hesaba malik olmalıdır"
Item Template,Material Şablonu
Item Variant Settings,Material Variyant Parametrləri
Item Variant {0} already exists with same attributes,{0} Material Variantı eyni atributlarla artıq mövcuddur
Item Variants,Material Variantları
Item Variants updated,Material Variantları yeniləndi
Item has variants.,Materialın variantları var.
Item must be added using 'Get Items from Purchase Receipts' button,Material 'Məhsulları Satınalma Qaiməlrindən al' düyməsindən istifadə edilərək əlavə edilməlidir
Item valuation rate is recalculated considering landed cost voucher amount,Məhsulun maya dəyəri yenidə hesablanacak.
Item variant {0} exists with same attributes,{0} material variantı eyni atributlarla mövcuddur
Item {0} does not exist,Material {0} mövcud deyil
Item {0} does not exist in the system or has expired,Material {0} sistemdə mövcud deyil və ya müddəti bitib
Item {0} has already been returned,Material {0} artıq qaytarılıb
Item {0} has been disabled,Material {0} deaktiv edilib
Item {0} has reached its end of life on {1},Material {0} istifadə müddətini {1} tarixində başa vurub
Item {0} ignored since it is not a stock item,Material {0} stok materialı olmadığı üçün nəzərə alınmadı
"Item {0} is a template, please select one of its variants","Material {0} şablondur, lütfən variantlarından birini seçin"
Item {0} is cancelled,Material {0} ləğv edildi
Item {0} is disabled,Material {0} deaktiv edilib
Item {0} is not a serialized Item,Material {0} seriyalı Material deyil
Item {0} is not a stock Item,Material {0} stok Materialı deyil
Item {0} is not active or end of life has been reached,Material {0} aktiv deyil və ya istifadə müddəti bitib
Item {0} is not setup for Serial Nos. Check Item master,Material {0} Seriya Nömrələri üçün tənzimlənməyib. Material kartını yoxlayın
Item {0} is not setup for Serial Nos. Column must be blank,Material {0} Seriya Nömrələri üçün tənzimlənməyib. Sütun boş olmalıdır
Item {0} must be a Fixed Asset Item,Material {0} Əsas Vəsait Materialı olmalıdır
Item {0} must be a Sub-contracted Item,Material {0} Subpodratçı Materialı olmalıdır
Item {0} must be a non-stock item,Material {0} qeyri-stok materialı olmalıdır
Item {0} must be a stock Item,Material {0} stok Materialı olmalıdır
Item {0} not found,Material {0} tapılmadı
Item {0} not found in 'Raw Materials Supplied' table in Purchase Order {1},Material {0} {1} Satınalma Sifarişindəki 'Təchiz olunmuş Xammallar' cədvəlində tapılmadı
"Item {0}: Ordered qty {1} cannot be less than minimum order qty {2} (defined in Item).","Material {0}: Sifariş edilən miqdar {1} minimum sifariş miqdarından {2} (Materialda təyin edildiyi kimi) az ola bilməz."
"Item: {0} does not exist in the system","Material: {0} sistemdə mövcud deyil"
Items,Materiallar
Items Filter,Material Filtri
Items and Pricing,Materiallar və Qiymət
Items for Raw Material Request,Xammal Tələbi üçün Materiallar
Job Card,İş kartı
Job card {0} created,İş kartı {0} yaradıldı
Join,Qoşul
Journal Entries {0} are un-linked,Uçot Qəbzləri {0} əlaqələndirilməyib
Journal Entry,Uçot Qəbzləri
Journal Entry {0} does not have account {1} or already matched against other voucher,Uçot Qəbzi {0} {1} hesabına malik deyil və ya artıq digər sənədlə uyğunlaşdırılıb
Kanban Board,Kanban Lövhəsi
Key Reports,Əsas Hesabatlar
LMS Activity,LMS Fəaliyyəti
Lab Test,Laboratoriya Testi
Lab Test Report,Laboratoriya Test Hesabatı
Lab Test Sample,Laboratoriya Test Nümunəsi
Lab Test Template,Laboratoriya Test Şablonu
Lab Test UOM,Laboratoriya Test Vahidi
Lab Tests and Vital Signs,Laboratoriya Testləri və Həyati Əlamətlər
Lab result datetime cannot be before testing datetime,Laboratoriya nəticə tarixi test tarixindən əvvəl ola bilməz
Lab testing datetime cannot be before collection datetime,Laboratoriya test tarixi toplama tarixindən əvvəl ola bilməz
Label,Etiket
Laboratory,Laboratoriya
Large,Böyük
Last Communication,Son Əlaqə
Last Communication Date,Son Əlaqə Tarixi
Last Name,Soyadı
Last Order Amount,Son Sifariş Məbləği
Last Order Date,Son Sifariş Tarixi
Last Purchase Price,Son Satınalma Qiyməti
Last Purchase Rate,Son Satınalma qiyməti
Latest,Ən son
Latest price updated in all BOMs,Ən son qiymət bütün Reseptlərdə yeniləndi
Lead,Potensial Müştəri
Lead Count,Potensial Müştəri Sayı
Lead Owner,Potensial Müştəri Sahibi
Lead Owner cannot be same as the Lead,Potensial Müştəri Sahibi Potensial Müştəri ilə eyni ola bilməz
Lead Time Days,Çatdırılma Müddəti (Gün)
Lead to Quotation,Potensial Müştəridən Təklifə
"Leads help you get business, add all your contacts and more as your leads","Potensial müştərilər biznes qurmağa kömək edir, bütün kontaktlarınızı və daha çoxunu potensial müştəri kimi əlavə edin"
Learn,Öyrən
Leave Management,Məzuniyyət İdarəetməsi
Leave and Attendance,Məzuniyyət və Davamiyyət
Leave application {0} already exists against the student {1},Tələbə {1} üçün {0} məzuniyyət müraciəti artıq mövcuddur
Leaves has been granted sucessfully,Məzuniyyətlər uğurla verildi
Leaves must be allocated in multiples of 0.5,Məzuniyyətlər 0.5 misli ilə ayrılmalıdır
Ledger,Dəftər
Legal,Hüquqi
Legal Expenses,Hüquqi Xərclər
Letter Head,Sənəd başlığı
Letter Heads for print templates.,Çap şablonları üçün Sənəd başlıqları.
Level,Səviyyə
Liability,ÖHDƏLİKLƏR
Limit Crossed,Limit Keçildi
Link to Material Request,Material Tələbinə Keçid
List of all share transactions,Bütün pay əməliyyatlarının siyahısı
List of available Shareholders with folio numbers,Folio nömrələri olan mövcud Səhmdarların siyahısı
Loading Payment System,Ödəniş Sistemi Yüklənir
Loan,Kredit
Loan Start Date and Loan Period are mandatory to save the Invoice Discounting,Faktura Endirimini yadda saxlamaq üçün Kredit Başlama Tarixi və Kredit Müddəti məcburidir
Loans (Liabilities),Kreditlər (Öhdəliklər)
Loans and Advances (Assets),Kreditlər və Avanslar (Aktivlər)
Local,Yerli
Logs for maintaining sms delivery status,SMS çatdırılma statusunu saxlamaq üçün jurnallar
Lost,İtirildi
Lost Reasons,İtirilmə Səbəbləri
Low,Aşağı
Low Sensitivity,Aşağı Həssaslıq
Lower Income,Aşağı Gəlir
Loyalty Amount,Sadiqlik Məbləği
Loyalty Point Entry,Sadiqlik Bonusları
Loyalty Points,Sadiqlik Xalları
"Loyalty Points will be calculated from the spent done (via the Sales Invoice), based on collection factor mentioned.","Sadiqlik Xalları qeyd olunan toplama faktoruna əsasən (Satış Fakturası vasitəsilə) edilən xərclərdən hesablanacaq."
Loyalty Points: {0},Sadiqlik Xalları: {0}
Loyalty Program,Sadiqlik Proqramı
Main,Əsas
Maintenance,Baxım
Maintenance Log,Baxım Jurnalı
Maintenance Manager,Baxım Meneceri
Maintenance Schedule,Baxım Cədvəli
Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',Baxım Cədvəli bütün materiallar üçün yaradılmayıb. Zəhmət olmasa 'Cədvəl Yarat' düyməsini sıxın.
Maintenance Schedule {0} exists against {1},{1} üzrə {0} Baxım Cədvəli mövcuddur
Maintenance Schedule {0} must be cancelled before cancelling this Sales Order,Bu Satış Sifarişini ləğv etməzdən əvvəl Baxım Cədvəli {0} ləğv edilməlidir
Maintenance Status has to be Cancelled or Completed to Submit,Təqdim etmək üçün Baxım Statusu Ləğv Edilmiş və ya Tamamlanmış olmalıdır
Maintenance User,Baxım İstifadəçisi
Maintenance Visit,Baxım Ziyarəti
Maintenance Visit {0} must be cancelled before cancelling this Sales Order,Bu Satış Sifarişini ləğv etməzdən əvvəl Baxım Ziyarəti {0} ləğv edilməlidir
Maintenance start date can not be before delivery date for Serial No {0},Seriya Nömrəsi {0} üçün baxım başlama tarixi çatdırılma tarixindən əvvəl ola bilməz
Make,Marka
Make Payment,Ödəniş Et
Make project from a template.,Şablondan layihə yarat.
Making Stock Entries,Stok Qeydlərinin Yaradılması
Male,Kişi
Manage Customer Group Tree.,Müştəri Qrupu Ağacını İdarə Et.
Manage Sales Partners.,Satış Tərəfdaşlarını İdarə Et.
Manage Sales Person Tree.,Satıcı Ağacını İdarə Et.
Manage Territory Tree.,Ərazi Ağacını İdarə Et.
Manage your orders,Sifarişlərinizi idarə edin
Management,İdarəetmə
Manager,Menecer
Managing Projects,Layihələrin İdarə Edilməsi
Managing Subcontracting,Subpodratın İdarə Edilməsi
Mandatory,Məcburi
Mandatory field - Academic Year,Məcburi sahə - Tədris İli
Mandatory field - Get Students From,Məcburi sahə - Tələbələri Buradan Al
Mandatory field - Program,Məcburi sahə - Proqram
Manufacture,İstehsal
Manufacturer,İstehsalçı
Manufacturer Part Number,İstehsalçı Partiya Nömrəsi
Manufacturing,İstehsalat
Manufacturing Quantity is mandatory,İstehsalat Miqdarı məcburidir
Mapping,Uyğunlaşdırma
Mapping Type,Uyğunlaşdırma Növü
Mark Absent,Qayib Yaz
Mark Half Day,Yarım Gün Yaz
Mark Present,İştirak Edir Yaz
Marketing,Marketinq
Marketing Expenses,Marketinq Xərcləri
Marketplace,Bazar yeri
Marketplace Error,Bazar yeri Xətası
Masters,Əsaslar
Match Payments with Invoices,Ödənişləri Fakturalarla Uyğunlaşdır
Match non-linked Invoices and Payments.,Əlaqələndirilməmiş Fakturaları və Ödənişləri Uyğunlaşdır.
Material,Material
Material Consumption,Material Sərfiyyatı
Material Consumption is not set in Manufacturing Settings.,Material Sərfiyyatı İstehsalat Parametrlərində təyin edilməyib.
Material Receipt,Material Qəbulu
Material Request,Material Tələbi
Material Request Date,Material Tələb Tarixi
Material Request No,Material Tələb Nömrəsi
"Material Request not created, as quantity for Raw Materials already available.","Xammal üçün miqdar artıq mövcud olduğundan Material Tələbi yaradılmadı."
Material Request of maximum {0} can be made for Item {1} against Sales Order {2},{2} Satış Sifarişi üzrə Material {1} üçün maksimum {0} Material Tələbi edilə bilər
Material Request to Purchase Order,Material Tələbindən Satınalma Sifarişinə
Material Request {0} is cancelled or stopped,Material Tələbi {0} ləğv edildi və ya dayandırıldı
Material Request {0} submitted.,Material Tələbi {0} təqdim edildi.
Material Transfer,Material Transferi
Material Transferred,Material Transfer Edildi
Material to Supplier,Təchizatçıya Material
Max discount allowed for item: {0} is {1}%,Material üçün icazə verilən maksimum endirim: {0} {1}%-dir
Max: {0},Maks: {0}
Maximum Samples - {0} can be retained for Batch {1} and Item {2}.,Maksimum Nümunələr - {0} Partiya {1} və Material {2} üçün saxlanıla bilər.
Maximum Samples - {0} have already been retained for Batch {1} and Item {2} in Batch {3}.,Maksimum Nümunələr - {0} artıq Partiya {3}-də Partiya {1} və Material {2} üçün saxlanılıb.
Maximum discount for Item {0} is {1}%,Material {0} üçün maksimum endirim {1}%-dir
Medical Code,Tibbi Kod
Medical Code Standard,Tibbi Kod Standartı
Medical Department,Tibbi Şöbə
Medical Record,Tibbi Qeyd
Medium,Orta
Member Activity,Üzv Fəaliyyəti
Member ID,Üzv İD
Member Name,Üzv Adı
Member information.,Üzv məlumatı.
Membership,Üzvlük
Membership Details,Üzvlük Təfərrüatları
Membership ID,Üzvlük İD
Membership Type,Üzvlük Növü
Memebership Details,Üzvlük Təfərrüatları
Memebership Type Details,Üzvlük Növü Təfərrüatları
Merge,Birləşdir
Merge Account,Hesabı Birləşdir
Merge with Existing Account,Mövcud Hesabla Birləşdir
"Merging is only possible if following properties are same in both records. Is Group, Root Type, Company","Birləşdirmə yalnız aşağıdakı xüsusiyyətlər hər iki qeyddə eyni olduqda mümkündür. Qrupdur, Kök Növü, Şirkət"
Message Examples,Mesaj Nümunələri
Message Sent,Mesaj Göndərildi
Method,Metod
Middle Income,Orta Gəlir
Middle Name,Ata adı
Middle Name (Optional),Ata adı
Min Amt can not be greater than Max Amt,Min Məbləğ Maks Məbləğdən böyük ola bilməz
Min Qty can not be greater than Max Qty,Min Miqdar Maks Miqdardan böyük ola bilməz
Minimum Lead Age (Days),Minimum Potensial Müştəri Yaşı (Gün)
Miscellaneous Expenses,Müxtəlif Xərclər
Missing Currency Exchange Rates for {0},{0} üçün Valyuta Məzənnələri çatışmır
Missing email template for dispatch. Please set one in Delivery Settings.,Göndərmə üçün e-poçt şablonu çatışmır. Zəhmət olmasa Çatdırılma Parametrlərində təyin edin.
"Missing value for Password, API Key or Shopify URL","Şifrə, API Açarı və ya Shopify URL üçün dəyər çatışmır"
Mode of Payment,Ödəniş üsulü
Mode of Payments,Ödəniş Üsulları
Mode of Transport,Nəqliyyat Növü
Mode of Transportation,Daşıma Növü
Model,Model
Moderate Sensitivity,Orta Həssaslıq
Monday,Bazar ertəsi
Monthly,Aylıq
Monthly Distribution,Aylıq Paylanma
More,Daha çox
More Information,Əlavə Məlumat
More...,Daha çox...
Motion Picture & Video,Film və Video
Move,Köçür
Move Item,Materialı Köçür
Multi Currency,Multi Valyuta
Multiple Item prices.,Çoxsaylı Material qiymətləri.
Multiple Loyalty Program found for the Customer. Please select manually.,Müştəri üçün bir neçə Sadiqlik Proqramı tapıldı. Zəhmət olmasa əl ilə seçin.
"Multiple Price Rules exists with same criteria, please resolve conflict by assigning priority. Price Rules: {0}","Eyni meyarlara malik bir neçə Qiymət Qaydası mövcuddur, lütfən prioritet təyin etməklə konflikti həll edin. Qiymət Qaydaları: {0}"
Multiple Variants,Çoxsaylı Variantlar
Multiple fiscal years exist for the date {0}. Please set company in Fiscal Year,{0} tarixi üçün bir neçə maliyyə ili mövcuddur. Zəhmət olmasa Maliyyə İlində şirkəti təyin edin
Music,Musiqi
Name error: {0},Ad xətası: {0}
Name of new Account. Note: Please don't create accounts for Customers and Suppliers,Yeni Hesabın adı. Qeyd: Lütfən Müştərilər və Təchizatçılar üçün hesab yaratmayın
Name or Email is mandatory,Ad və ya E-poçt məcburidir
Nature Of Supplies,Təchizatların Təbiəti
Navigating,Naviqasiya
Needs Analysis,Ehtiyacların Təhlili
Negative Quantity is not allowed,Mənfi Miqdara icazə verilmir
Negative Valuation Rate is not allowed,Mənfi Qiymətləndirmə Dərəcəsinə icazə verilmir
Negotiation/Review,Danışıqlar/İcmal
Net Asset value as on,üzrə Xalis Aktiv dəyəri
Net Cash from Financing,Maliyyələşdirmədən Xalis Nağd Pul
Net Cash from Investing,İnvestisiyadan Xalis Nağd Pul
Net Cash from Operations,Əməliyyatlardan Xalis Nağd Pul
Net Change in Accounts Payable,Kredit Borclarında Xalis Dəyişiklik
Net Change in Accounts Receivable,Debitor Borclarında Xalis Dəyişiklik
Net Change in Cash,Nağd Pulda Xalis Dəyişiklik
Net Change in Equity,Kapitalda Xalis Dəyişiklik
Net Change in Fixed Asset,Əsas Vəsaitlərdə Xalis Dəyişiklik
Net Change in Inventory,İnventarda Xalis Dəyişiklik
Net ITC Available(A) - (B),Xalis ITC Mövcuddur(A) - (B)
Net Profit,Xalis Mənfəət
Net Total,Net Məbləğ
New Account Name,Yeni Hesab Adı
New Address,Yeni Adres
New BOM,Yeni Resept
New Batch ID (Optional),Yeni Partiya ID (İstəyə bağlı)
New Batch Qty,Yeni Partiya Miq.
New Company,Yeni Şirkət
New Cost Center Name,Yeni Xərc Mərkəzi Adı
New Customer Revenue,Yeni Müştəri Gəliri
New Customers,Yeni Müştərilər
New Department,Yeni Şöbə
New Employee,Yeni İşçi
New Location,Yeni Məkan
New Quality Procedure,Yeni Keyfiyyət Proseduru
New Sales Invoice,Yeni Satış Fakturası
New Sales Person Name,Yeni Satıcı Adı
New Serial No cannot have Warehouse. Warehouse must be set by Stock Entry or Purchase Receipt,Yeni Seriya Nömrəsi Anbara sahib ola bilməz. Anbar Stok Qəbzi və ya Satınalma Qaiməsi ilə təyin edilməlidir
New Warehouse Name,Yeni Anbar Adı
New credit limit is less than current outstanding amount for the customer. Credit limit has to be atleast {0},Yeni kredit limiti müştərinin cari borc məbləğindən azdır. Kredit limiti ən azı {0} olmalıdır
New task,Yeni tapşırıq
New {0} pricing rules are created,Yeni {0} qiymət qaydaları yaradıldı
Newspaper Publishers,Qəzet Naşirləri
Next,Növbəti
Next Contact By cannot be same as the Lead Email Address,Növbəti Əlaqə Şəxsi Potensial Müştəri E-poçt ünvanı ilə eyni ola bilməz
Next Contact Date cannot be in the past,Növbəti Əlaqə Tarixi keçmişdə ola bilməz
Next Steps,Növbəti Addımlar
No Action,Tədbir Yoxdur
No Customers yet!,Hələ müştəri yoxdur!
No Data,Məlumat Yoxdur
No Delivery Note selected for Customer {},Müştəri {} üçün heç bir Çatdırılma Qaiməsi seçilməyib
No Item with Barcode {0},Barkodu {0} olan Material yoxdur
No Item with Serial No {0},Seriya Nömrəsi {0} olan Material yoxdur
No Items available for transfer,Transfer üçün heç bir Material mövcud deyil
No Items selected for transfer,Transfer üçün heç bir Material seçilməyib
No Items to pack,Qablaşdırılacaq Material yoxdur
No Items with Bill of Materials to Manufacture,İstehsal üçün Resepti olan Material yoxdur
No Items with Bill of Materials.,Resepti olan Material yoxdur.
No Permission,İcazə Yoxdur
No Remarks,Qeyd Yoxdur
No Result to submit,Təqdim ediləcək nəticə yoxdur
No Student Groups created.,Heç bir Tələbə Qrupu yaradılmayıb.
No Students in,Burada tələbə yoxdur
No Tax Withholding data found for the current Fiscal Year.,Cari Maliyyə İli üçün Vergi Tutma məlumatı tapılmadı.
No Work Orders created,Heç bir İş Sifarişi yaradılmayıb
No accounting entries for the following warehouses,Aşağıdakı anbarlar üçün heç bir mühasibat qeydi yoxdur
No contacts with email IDs found.,E-poçt ID-ləri olan heç bir əlaqə tapılmadı.
No data for this period,Bu dövr üçün məlumat yoxdur
No description given,Təsvir verilməyib
No employees for the mentioned criteria,Qeyd olunan meyarlar üzrə heç bir işçi yoxdur
No gain or loss in the exchange rate,Məzənnədə heç bir qazanc və ya itki yoxdur
No items listed,Heç bir material siyahıya alınmayıb
No items to be received are overdue,Qəbul ediləcək heç bir material gecikməyib
No material request created,Heç bir material tələbi yaradılmayıb
No of Interactions,Əlaqələrin sayı
No of Shares,Səhmlərin sayı
No pending Material Requests found to link for the given items.,Verilən materiallar üçün əlaqələndiriləcək gözləyən Material Tələbləri tapılmadı.
No products found,Məhsul tapılmadı
No products found.,Məhsul tapılmadı.
No record found,Qeyd tapılmadı
No records found in the Invoice table,Faktura cədvəlində heç bir qeyd tapılmadı
No records found in the Payment table,Ödəniş cədvəlində heç bir qeyd tapılmadı
No tasks,Tapşırıq yoxdur
No time sheets,Vaxt cədvəli yoxdur
No values,Dəyər yoxdur
No {0} found for Inter Company Transactions.,Şirkətlərarası Əməliyyatlar üçün {0} tapılmadı.
Non GST Inward Supplies,Qeyri-ƏDV Giriş Təchizatları
Non Profit,Qeyri-Kommersiya
Non Profit (beta),Qeyri-Kommersiya (beta)
Non-GST outward supplies,Qeyri-ƏDV Çıxış Təchizatları
Non-Group to Group,Qeyri-Qrupdan Qrupa
None,Heç biri
None of the items have any change in quantity or value.,Heç bir materialın miqdarında və ya dəyərində dəyişiklik yoxdur.
Nos,Say
Not Available,Mövcud deyil
Not Marked,İşarələnməyib
Not Paid and Not Delivered,Ödənilməyib və Çatdırılmayıb
Not Permitted,İcazə verilmir
Not Started,Başlamayıb
Not active,Aktiv deyil
Not allow to set alternative item for the item {0},{0} materialı üçün alternativ material təyin etməyə icazə verilmir
Not allowed to update stock transactions older than {0},{0} tarixindən köhnə stok əməliyyatlarını yeniləməyə icazə verilmir
Not authorized to edit frozen Account {0},Dondurulmuş Hesab {0} redaktə etmək səlahiyyətiniz yoxdur
Not authroized since {0} exceeds limits,{0} limitləri keçdiyi üçün səlahiyyət verilmir
Not permitted for {0},{0} üçün icazə verilmir
"Not permitted, configure Lab Test Template as required","İcazə verilmir, Laboratoriya Test Şablonunu tələb olunduğu kimi konfiqurasiya edin"
Not permitted. Please disable the Service Unit Type,İcazə verilmir. Zəhmət olmasa Xidmət Vahidi Növünü deaktiv edin
Note: Due / Reference Date exceeds allowed customer credit days by {0} day(s),Qeyd: Son Tarix / İstinad Tarixi icazə verilən müştəri kredit günlərini {0} gün keçir
Note: Item {0} entered multiple times,Qeyd: Material {0} bir neçə dəfə daxil edilib
Note: Payment Entry will not be created since 'Cash or Bank Account' was not specified,Qeyd: 'Nağd və ya Bank Hesabı' göstərilmədiyi üçün Ödəniş Qeydi yaradılmayacaq
Note: System will not check over-delivery and over-booking for Item {0} as quantity or amount is 0,Qeyd: Miqdar və ya məbləğ 0 olduğu üçün sistem Material {0} üçün artıq çatdırılma və artıq sifarişi yoxlamayacaq
Note: There is not enough leave balance for Leave Type {0},Qeyd: {0} Məzuniyyət Növü üçün kifayət qədər məzuniyyət balansı yoxdur
Note: This Cost Center is a Group. Cannot make accounting entries against groups.,Qeyd: Bu Xərc Mərkəzi bir Qrupdur. Qruplar üzrə mühasibat qeydləri edilə bilməz.
Note: {0},Qeyd: {0}
Notes,Qeydlər
Nothing is included in gross,Brut məbləğə heç nə daxil deyil
Nothing more to show.,Göstəriləcək başqa heç nə yoxdur.
Notify Customers via Email,Müştəriləri E-poçt vasitəsilə məlumatlandır
Number,Nömrə
Number of Depreciations Booked cannot be greater than Total Number of Depreciations,Qeydə Alınmış Amortizasiyaların sayı Cəmi Amortizasiya sayından çox ola bilməz
Number of Interaction,Əlaqə sayı
Number of Order,Sifariş sayı
"Number of new Account, it will be included in the account name as a prefix","Yeni Hesabın nömrəsi, hesab adına prefiks kimi daxil ediləcək"
"Number of new Cost Center, it will be included in the cost center name as a prefix","Yeni Xərc Mərkəzinin nömrəsi, xərc mərkəzinin adına prefiks kimi daxil ediləcək"
Number of root accounts cannot be less than 4,Kök hesabların sayı 4-dən az ola bilməz
Odometer,Odometr
Office Equipments,Ofis Avadanlıqları
Office Maintenance Expenses,Ofis Baxım Xərcləri
Office Rent,Ofis İcarəsi
On Hold,Gözləmədə
On Net Total,Xalis Cəm üzrə
One customer can be part of only single Loyalty Program.,Bir müştəri yalnız bir Sadiqlik Proqramının hissəsi ola bilər.
Online Auctions,Onlayn Hərraclar
"Only the Student Applicant with the status ""Approved"" will be selected in the table below.","Aşağıdakı cədvəldə yalnız ""Təsdiqlənmiş"" statuslu Tələbə Namizədi seçiləcək."
Only users with {0} role can register on Marketplace,Yalnız {0} rolu olan istifadəçilər Marketplace-də qeydiyyatdan keçə bilər
Open BOM {0},Açıq Resept {0}
Open Item {0},Açıq Material {0}
Open Notifications,Açıq Bildirişlər
Open Orders,Açıq Sifarişlər
Open a new ticket,Yeni bilet aç
Opening,Açılış
Opening (Cr),Açılış (Kr)
Opening (Dr),Açılış (Dr)
Opening Accounting Balance,Açılış Mühasibat Balansı
Opening Accumulated Depreciation,Açılış Yığılmış Amortizasiya
Opening Accumulated Depreciation must be less than equal to {0},Açılış Yığılmış Amortizasiya {0}-a bərabər və ya ondan az olmalıdır
Opening Balance,Açılış Balansı
Opening Balance Equity,Açılış Balansı Kapitalı
Opening Date and Closing Date should be within same Fiscal Year,Açılış Tarixi və Bağlanış Tarixi eyni Maliyyə İli daxilində olmalıdır
Opening Date should be before Closing Date,Açılış Tarixi Bağlanış Tarixindən əvvəl olmalıdır
Opening Entry Journal,Açılış Qeydi Jurnalı
Opening Invoice Creation Tool,Açılış Fakturası Yaratma Aləti
Opening Invoice Item,Açılış Faktura Materialı
Opening Invoices,Açılış Fakturaları
Opening Invoices Summary,Açılış Fakturalarının Xülasəsi
Opening Qty,Başl. miq.
Opening Stock,Başlanğıc Stok
Opening Stock Balance,Açılış Stok Balansı
Opening Value,Açılış Dəyəri
Opening {0} Invoice created,Açılış {0} Fakturası yaradıldı
Operation,Əməliyyat
Operation Time must be greater than 0 for Operation {0},Əməliyyat {0} üçün Əməliyyat Müddəti 0-dan böyük olmalıdır
"Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations","Əməliyyat {0} iş stansiyasında {1} mövcud iş saatlarından uzundur, əməliyyatı bir neçə əməliyyata bölün"
Operations,Əməliyyatlar
Operations cannot be left blank,Əməliyyatlar boş qala bilməz
Opp Count,Fürsət Sayı
Opp/Lead %,Fürsət/Potensial Müştəri %
Opportunities,Fürsətlər
Opportunities by lead source,Mənbələrə görə Fürsətlər
Opportunity,Fürsət
Opportunity Amount,Fürsət Məbləği
"Optional. Sets company's default currency, if not specified.","İstəyə bağlı. Göstərilmədikdə, şirkətin əsas valyutasını təyin edir."
Optional. This setting will be used to filter in various transactions.,İstəyə bağlı. Bu parametr müxtəlif əməliyyatlarda filtrləmə üçün istifadə ediləcək.
Options,Seçimlər
Order Count,Sifariş Sayı
Order Entry,Sifariş Girişi
Order Value,Sifariş Dəyəri
